Temperature,Fuel_Price,CPI,Unemployment,Size,Type,year,month,day,Date,Avg_Weekly_Sales,predict,Date_index
0.43414872798434445,0.05010020040080154,0.8404997636089546,0.40511788384128805,0.6302673385765398,0.0,0.0,0.0,0.0,2010-02-05,22516.313698630136,21616.719814869313,2010-02-05
0.4134050880626223,0.05010020040080154,0.8371019485029647,0.4260111175004792,0.9062772331891722,0.0,0.0,0.0,0.0,2010-02-05,29273.82821917808,26570.25824395969,2010-02-05
0.46741682974559684,0.05010020040080154,0.873400448170552,0.33438757906843014,0.013624037196815098,0.0,0.0,0.0,0.0,2010-02-05,7101.880307692307,6490.561036087217,2010-02-05
0.44833659491193734,0.0631262525050098,0.003736967074716935,0.45466743339083754,0.9255251776754156,0.0,0.0,0.0,0.0,2010-02-05,29248.54616438356,25657.7165743542,2010-02-05
0.4086105675146771,0.05010020040080154,0.8460114763358066,0.2575234809277362,0.0,0.0,0.0,0.0,0.0,2010-02-05,5115.695161290321,4715.017551021461,2010-02-05
0.41575342465753423,0.05010020040080154,0.8555834010291004,0.32394096223883456,0.9073489691307572,0.0,0.0,0.0,0.0,2010-02-05,22638.83698630137,22639.43099842202,2010-02-05
0.12318982387475537,0.054108216432865675,0.6258618580445687,0.4921410772474602,0.1939842054268811,0.0,0.0,0.0,0.0,2010-02-05,6898.964444444445,7699.254109898784,2010-02-05
0.3542074363992172,0.05010020040080154,0.8738607679219954,0.23193406172129577,0.6506357342744402,0.0,0.0,0.0,0.0,2010-02-05,14552.711449275355,13135.965317224207,2010-02-05
0.39207436399217216,0.05010020040080154,0.8756795884242847,0.24305156220049834,0.4923381705792245,0.0,0.0,0.0,0.0,2010-02-05,8862.992741935483,8811.162489686549,2010-02-05
0.5518590998043053,0.24549098196392793,0.003736967074716935,0.5641173087981599,0.49601346706577104,0.0,0.0,0.0,0.0,2010-02-05,29240.649999999987,27199.938632332894,2010-02-05
0.47064579256360073,0.05010020040080154,0.873400448170552,0.33438757906843014,0.9343805312129563,0.0,0.0,0.0,0.0,2010-02-05,21222.34222222223,21008.373308465038,2010-02-05
0.5042074363992172,0.24549098196392793,0.003736967074716935,0.9676059037761164,0.41875104873150854,0.0,0.0,0.0,0.0,2010-02-05,15714.948142857142,16127.256631974997,2010-02-05
0.3286692759295499,0.09719438877755504,0.003736967074716935,0.42524439332949976,1.0,0.0,0.0,0.0,0.0,2010-02-05,26229.60706666666,26611.841571676967,2010-02-05
0.2873776908023483,0.15631262525050094,0.5516244736416125,0.49003258577726666,0.8986505870190045,0.0,0.0,0.0,0.0,2010-02-05,36950.28098591551,30113.635810311273,2010-02-05
0.21418786692759292,0.2414829659318638,0.05400778533250428,0.4285029710561625,0.48099292546022404,0.0,0.0,0.0,0.0,2010-02-05,9451.049855072464,12927.135063001604,2010-02-05
0.2137964774951076,0.054108216432865675,0.6258618580445687,0.3028560475368986,0.12082469539424184,0.0,0.0,0.0,0.0,2010-02-05,7344.758461538458,7624.034109193416,2010-02-05
0.24628180039138942,0.09719438877755504,0.003736967074716935,0.2557983515430324,0.3156370604123477,0.0,0.0,0.0,0.0,2010-02-05,11271.943142857142,12295.5042268077,2010-02-05
0.22886497064579253,0.1583166332665329,0.05400778533250428,0.5101590952654782,0.46429982624887006,0.0,0.0,0.0,0.0,2010-02-05,17989.66417910448,16494.36195848405,2010-02-05
0.22524461839530333,0.2414829659318638,0.05400778533250428,0.4285029710561625,0.9144613985612757,0.0,0.0,0.0,0.0,2010-02-05,20939.405138888884,19656.671293272986,2010-02-05
0.27377690802348337,0.15631262525050094,0.7727994030270602,0.41288096607245534,0.9140446123617705,0.0,0.0,0.0,0.0,2010-02-05,32895.82835616438,25661.490338113195,2010-02-05
0.4022504892367906,0.05010020040080154,0.8371019485029647,0.4260111175004792,0.569925357380634,0.0,0.0,0.0,0.0,2010-02-05,12099.90727272727,11219.643355376535,2010-02-05
0.25851272015655574,0.1583166332665329,0.09181150884147815,0.4220816561242093,0.45836738891565226,0.0,0.0,0.0,0.0,2010-02-05,15418.169701492536,15537.568350517367,2010-02-05
0.16937377690802347,0.1583166332665329,0.05400778533250428,0.1929269695227142,0.43117344259987983,0.0,0.0,0.0,0.0,2010-02-05,18954.466388888886,20061.945400327717,2010-02-05
0.23962818003913894,0.2414829659318638,0.05400778533250428,0.4262027985432241,0.9144613985612757,0.0,0.0,0.0,0.0,2010-02-05,19287.855972222227,19661.454336264018,2010-02-05
0.22661448140900198,0.15631262525050094,0.7727994030270602,0.41288096607245534,0.5046468954840944,0.0,0.0,0.0,0.0,2010-02-05,10107.934776119402,10956.706886332846,2010-02-05
0.11360078277886498,0.1583166332665329,0.05400778533250428,0.4417289630055587,0.6367518823039076,0.0,0.0,0.0,0.0,2010-02-05,14987.234927536228,14591.64502717998,2010-02-05
0.2862035225048924,0.2414829659318638,0.09181150884147815,0.4176729921410773,0.9164370734030864,0.0,0.0,0.0,0.0,2010-02-05,26775.568428571423,23646.364374766225,2010-02-05
0.5042074363992172,0.24549098196392793,0.003736967074716935,0.9676059037761164,0.9279014002933743,0.0,0.0,0.0,0.0,2010-02-05,23227.11513888889,21222.872007877962,2010-02-05
0.25851272015655574,0.1583166332665329,0.05400778533250428,0.5927736246885182,0.3180728239159499,0.0,0.0,0.0,0.0,2010-02-05,8161.12818181818,8176.053590661508,2010-02-05
