ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,is_holiday,is_holiday_lower,is_holiday_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-02-05,15592.750043098864,1975.0697132348632,29799.06219013189,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1390.5374721022904,30732.5805753843,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,2283.4431709608216,29711.34063831773,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,2424.0905470945872,29149.27252312382,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1519.0441597332604,29218.599544197856,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1906.0341466026618,29373.260026397747,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1730.9515649356792,29123.902976185927,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1211.9597964689467,28724.061514765726,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1881.3532002371428,30015.100309734124,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1684.6245162341927,30773.051505988522,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1268.5854217261137,29204.41478400983,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,369.76270259984165,28867.14146333474,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,2269.2992851317626,29935.20542048739,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1428.114802475113,29486.3136453299,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1103.6477660385174,30039.938083549245,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1889.7509890460228,29086.48788213085,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,2590.4142996302294,29878.62508132983,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,2458.2241328261593,29517.81071774148,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1054.825926244105,29507.885614982893,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1597.7904781712596,29271.401340804598,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,2345.4579341336503,30310.652330181852,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,2425.4938641318327,30313.979966389074,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1877.167415422161,29478.725691242882,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1628.0469336702008,29617.079847219436,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1894.1693976649483,29509.537778077625,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,2724.8063906849825,29741.056937370362,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1992.6245156338762,29609.064829958515,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,1889.925764886387,29893.074607548846,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,2582.043894182912,29378.006164946324,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
2010-02-05,15592.750043098864,2479.2292557142723,30008.605224054587,15592.750043098864,15592.750043098864,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,0.0,0.0,0.0,74.68524578403502,74.68524578403502,74.68524578403502,0.0,0.0,0.0,15667.435288882898
